Biome list:
-----------------------------------------------------------------------------------------------------------------------------------------------
 index | biomeID | biomeName                | color                   | waterColorMultiplier    |    temperature |       rainfall |  enableSnow
   213 |     213 | Autumn Forest            | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.500000 |       false
   214 |     214 | Badlands                 | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.100000 |       false
   215 |     215 | Birch Hills              | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.800000 |       false
   216 |     216 | Bog                      | 0x00000000 (         0) | 0x0084FF38 (   8716088) |       0.700000 |       1.200000 |       false
   217 |     217 | Cliffs                   | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.400000 |       0.400000 |       false
   218 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   219 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   220 |     220 | Estuary                  | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.900000 |       false
   221 |     221 | Flying Mountains         | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.700000 |       1.200000 |       false
   222 |     222 | Glacier                  | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.000000 |       0.300000 |        true
   223 |     223 | Highlands                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.200000 |       false
   224 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   225 |     225 | Lowlands                 | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       1.200000 |       false
   226 |     226 | Meadow                   | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.800000 |       false
   227 |     227 | Outback                  | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.600000 |       0.100000 |       false
   228 |     228 | Pinelands                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.600000 |       false
   229 |     229 | Rainforest               | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       1.000000 |       false
   230 |     230 | Desert Island            | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.400000 |       false
   231 |     231 | Forest Island            | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.600000 |       false
   232 |     232 | Jungle Island            | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.000000 |       1.200000 |       false
   233 |     233 | Volcano Island           | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.400000 |       false
   234 |     234 | Snow Island              | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.000000 |       0.600000 |       false
   235 |     235 | Rock Island              | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.400000 |       0.400000 |       false
   236 |     236 | Windy Island             | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   237 |     237 | Lake                     | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.800000 |       false
   238 |     238 | Tropics                  | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.200000 |       1.000000 |       false
   239 |     239 | Mesa                     | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.400000 |       0.100000 |       false
   240 |     240 | Valley                   | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
   241 |     241 | Oasis                    | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.900000 |       1.200000 |       false
   242 |     242 | Canyon                   | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.600000 |       0.100000 |       false
   243 |     243 | Shrubland                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.500000 |       false
   244 |     244 | Rainbow Maze             | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   245 |     245 | Stronghold Maze          | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   246 |     246 | Swampy Maze              | 0x00000000 (         0) | 0x00E0FFAE (  14745518) |       0.500000 |       0.500000 |       false
   247 |     247 | Village Maze             | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   248 |     248 | Withering Maze           | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   249 |     249 | False Ocean              | 0x00000070 (       112) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   250 |     250 | Snow Mountains           | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.000000 |       0.500000 |        true
   251 |     251 | Steppe                   | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.100000 |       false
   252 |     252 | Tall Pine Forest         | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.100000 |       0.800000 |       false
   253 |     253 | Oceanic Abyss            | 0x00000035 (        53) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   254 |     254 | Woodland Mountains       | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.500000 |       false
   255 |     255 | Tundra                   | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.000000 |       0.500000 |        true
-----------------------------------------------------------------------------------------------------------------------------------------------
